price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,Price_sqft
12000000,"Lajpat Nagar, New Delhi, Lajpat Nagar 4, New Delhi - South, Delhi NCR",1250,28.564363,77.24171,2,2,2,Ready to Move,Resale,2,,0,mool chand metro station,Flat,9600
2700000,"Plot Number 6 Flat number 101  Hans enclave Gurgaon, Hans Enclave, Gurgaon, Delhi NCR",770,28.49746704,77.02709961,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,near Rajiv Chowk,Flat,3506.493506
11000000,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1200,28.6017251,77.3178069,3,2,,Ready to Move,Resale,,Furnished,,,Flat,9166.666667
14000000,"Row House, Sector 21 Surya Vihar-, Gurgaon, Delhi NCR",2500,28.51766396,77.07933044,5,5,,Ready to Move,Resale,3,Furnished,,"The property is 50 Yards from Delhi Gurgaon border.Nearest to IGI airport (8 km),Dwarka (7 Km and Dhaula Kuan (12 km). NH-8 toll point  is  1 km Udyog Vihar Phase 1 is less than a km.Udyog vihar phase 1 ,Gurgaon  is turning into a a very big commercial complex having call centres and MNC offices.Corporate presence is on increase",Flat,5600
7500000,"Sector 37D, Gurgaon, Delhi NCR",1675,28.446568,76.968477,3,3,,Ready to Move,Resale,,,,,Flat,4477.61194
12000000,"4a/301, Sector 85, Gurgaon, Delhi NCR",2520,28.406684,76.952289,4,3,3,Ready to Move,Resale,,,,,Flat,4761.904762
4100000,"Noida-Greater Noida Expy, Sector 134, Noida, Uttar Pradesh, Sector 134, Noida, Delhi NCR",1000,28.503955,77.384451,2,2,2,Ready to Move,Resale,2,,2,Sector 134,Flat,4100
3790000,"Wave Floor Sec- 2, Wave City N.H. - 24 Ghaziabad, Wave City, Ghaziabad, Delhi NCR",1310,28.646836,77.508238,2,3,2,Ready to Move,New Property,1,,0,Columbia Asia Hospital - Ghaziabad,Flat,2893.129771
5200000,"Indirapuram, Nyay Khand 1, Ghaziabad, Delhi NCR",1065,28.63350296,77.43159485,2,2,3,Ready to Move,Resale,2,Semi-Furnished,3,Near Sai Baba Mandir,Flat,4882.629108
12500000,"Sector 70A, Gurgaon, Delhi NCR",1830,28.385432,77.017122,3,3,3,Ready to Move,Resale,1,,2,,Flat,6830.601093
15200000,"Sector 48, Gurgaon, Delhi NCR",2268,28.41492081,77.03590393,3,3,2,,New Property,,Semi-Furnished,,,Flat,6701.940035
10500000,"Sector 80, Gurgaon, Sector 80, Gurgaon, Delhi NCR",1821,28.37561513,76.95761609,3,3,3,Ready to Move,Resale,,,,,Individual House,5766.062603
4000000,"Yamuna Expressway, Greater Noida, Delhi NCR",1115,28.309616,77.55859,2,2,,Ready to Move,Resale,1,,2,,Flat,3587.443946
3330000,"Sector 137, Noida, Delhi NCR",825,28.505584,77.410762,2,2,,Ready to Move,Resale,,,,,Individual House,4036.363636
17000000,"Niti Khand  1 Indirapuram Ghaziabad, Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",3500,28.63601494,77.43365479,4,3,2,Ready to Move,Resale,1,Semi-Furnished,1,Cambridge School,Flat,4857.142857
3600000,"Plot No.1, Gadaipur, Mehrauli-Mandi Road, Gadaipur, New Delhi - South, Delhi NCR",750,28.4826489,77.1600563,2,2,2,Ready to Move,Resale,1,Semi-Furnished,1,The property is about 3km from Chattarpur Metro and Sultanpur Metro.,Flat,4800
4500000,"sector 2, Rajendra Nagar, Ghaziabad, Delhi NCR",1250,28.68176651,77.36365509,3,2,1,Ready to Move,New Property,,Unfurnished,,,Flat,3600
5500000,"I block - 21069, Noida Extension, Noida, Delhi NCR",1375,28.616204,77.422256,3,3,3,Ready to Move,Resale,,,,,Flat,4000
24500000,"Sector 60, Gurgaon, Delhi NCR",2797,28.400064,77.0959513,4,4,,Ready to Move,Resale,,,,,Individual House,8759.385055
45000000,"Sector 42, Gurgaon, Delhi NCR",9000,28.45846939,77.10864258,10,10,10,,Resale,10,Unfurnished,,"Shiv nadar school , golf course road.",Flat,5000
5000000,"NH 24, Ghaziabad, NH 24, Ghaziabad, Delhi NCR",1470,28.663705,77.470854,3,2,3,Ready to Move,Resale,,,,,Flat,3401.360544
12500000,"Sector 17, Faridabad, Delhi NCR",3150,28.40966797,77.33113861,3,3,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,3968.253968
7400000,"Vasundhara, Ghaziabad, Delhi NCR",1530,28.655782,77.3527833,3,2,3,Ready to Move,Resale,1,,,Near country inn Hotel,Flat,4836.601307
4100000,"H.No. 18A, Adarsh Nagar, Nandgram, Ghaziabad, Nand Gram, Ghaziabad, Delhi NCR",1200,28.69149399,77.40766907,3,2,,Ready to Move,Resale,,Furnished,,behind A block,Flat,3416.666667
16000000,"Dwarka Sector 22, New Delhi, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",1750,28.5593993,77.0596789,3,2,3,Ready to Move,Resale,2,,2,Near metro station sector-21,Flat,9142.857143
3250000,"Raj Nagar Extension Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1050,28.70019204,77.427474,2,2,2,Ready to Move,Resale,,,,VVIP Adress,Individual House,3095.238095
5500000,"2 Floor, Sector 16A, Faridabad, Delhi NCR",1100,28.4088605,77.314687,2,2,2,Ready to Move,Resale,1,,,Near By Metro Hospital,Flat,5000
9000000,"Sector 37D, Gurgaon, Sector 37D, Gurgaon, Delhi NCR",1815,28.455376,76.97621181,3,3,3,Ready to Move,Resale,1,,,,Individual House,4958.677686
17500000,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",1600,28.66605949,77.15013123,3,2,3,Ready to Move,Resale,1,Unfurnished,4,near- CTC mall,Individual House,10937.5
9900000,"Faridabad, Faridabad, Delhi NCR",1650,28.48146057,77.31151581,4,3,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,6000
8500000,"Indirapuram, Ghaziabad, Vaibhav Khand, Ghaziabad, Delhi NCR",1460,28.63822365,77.3663559,3,3,3,Ready to Move,Resale,1,Semi-Furnished,3,Shipra Mall,Flat,5821.917808
5890000,"Shakti Khand 2, Shakti Khand 2, Ghaziabad, Delhi NCR",1150,28.64673996,77.37094879,3,2,2,Ready to Move,New Property,1,Semi-Furnished,1,"Near Swarn Jayanti park, Cambridge school and Omaxe plaza",Flat,5121.73913
9000000,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1800,28.646093,77.384003,3,2,2,Ready to Move,Resale,,,,DPS school,Flat,5000
24000000,"Cgu061., Kirti Nagar, New Delhi - West, Delhi NCR",1632,28.666059,77.150134,3,3,3,Ready to Move,Resale,1,,3,"Location AdvantageDLF Capital Greens located at Moti Nagar, Shivaji",Flat,14705.88235
12000000,"Sector 45, Noida, Sector 45, Noida, Delhi NCR",1850,28.548787,77.346032,3,4,4,Ready to Move,Resale,,,,,Flat,6486.486486
6400000,"GA 703 Assotech Windsor court Sector 78Noida, Sector 78, Noida, Delhi NCR",1390,28.56118696,77.3865692,3,3,3,Ready to Move,Resale,,,,Near by Sector 76 metro station Noida,Flat,4604.316547
33000000,"Golf course Extension Road, Gurgaon, Sector 66, Gurgaon, Delhi NCR",3699,28.401255,77.053437,4,4,3,Ready to Move,New Property,2,,3,,Individual House,8921.330089
10000000,"Second Floor Villa 83 Block III Charmwood Village, Charmwood Village, Faridabad, Delhi NCR",1908,28.4913752,77.2908548,4,3,1,Ready to Move,Resale,,,,Near by HDFC Bank,Individual House,5241.090147
8500000,"Sector 75, Noida, Sector 75, Noida, Delhi NCR",1550,28.57844059,77.38140753,3,2,3,Ready to Move,Resale,1,,3,,Flat,5483.870968
7400000,"Sector 143B, Noida, Uttar Pardes, Sector 143 B, Noida, Delhi NCR",1480,28.495486,77.25219,3,3,,Ready to Move,Resale,,,,,Individual House,5000
4300000,"151., Indirapuram, Ghaziabad, Delhi NCR",968,28.6493479,77.3696259,3,2,1,Ready to Move,Resale,,Unfurnished,,,Flat,4442.14876
5800000,"Sector 143A, Noida, Delhi NCR",1150,28.4992485,77.42980194,2,2,,,Resale,,Unfurnished,,,Flat,5043.478261
9000000,"Sector 35 Sohna, Gurgaon, Delhi NCR",1750,28.283682,77.047379,3,3,,,Resale,,Unfurnished,,,Flat,5142.857143
3500000,"Upper Ground Floor Plot Number 101 Lane No 6  Dwarka Mor Delhi West Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",800,28.63477325,77.04909515,3,2,1,Ready to Move,New Property,,Unfurnished,,Near Dwarka mod metro station,Flat,4375
12500000,"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",1700,28.57751279,77.04253534,2,2,3,Ready to Move,Resale,1,,2,"Opp. OPG World School, Near Sant Nirankari Chowk",Flat,7352.941176
6200000,"Flat no. 1404 Floor 14th Tower Peace  Wing B Sikka Karni Green Sector 78 Noida, Sector 78, Noida, Delhi NCR",1210,28.5604873,77.384084,2,3,3,Ready to Move,Resale,1,,3,Near Sector 76 and Sector 100 Metro station Noida,Flat,5123.966942
2550000,"Swaroop garden gurgaon, Rajendra Park, Gurgaon, Delhi NCR",540,28.49748611,77.02713013,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,near Rajendra park police station,Flat,4722.222222
6000000,"Rr 9 top floor, naveen shahdara., Naveen Shahdara, New Delhi - East, Delhi NCR",1100,28.6761322,77.28523254,2,2,1,Ready to Move,Resale,,Furnished,,opp shahdra metro station,Flat,5454.545455
11000000,"Mahindra Aura, Sector 110 A, Sector 110A, Gurgaon, Delhi NCR",1610,28.513139,77.025952,3,3,3,Ready to Move,Resale,,,,,Flat,6832.298137
11000000,"Indirapuram, Ghaziabad, Delhi NCR",2245,28.64859324,77.37943921,4,3,,Ready to Move,Resale,,,,wow palace banquet hall,Individual House,4899.777283
4100000,"E 55B Vishwakarma Colony MB Road New Delhi 110044, Vishwakarma Colony, New Delhi - South, Delhi NCR",900,28.52402496,77.21276093,3,2,1,Ready to Move,New Property,,Furnished,1,Near Indian Oil Petrol Pump,Flat,4555.555556
9300000,"FLAT NO.301FLOOR-3RDBlock-HSECTOR 78-79MAPSKOMOUNTIVILLEGURGAON, Sector 79, Gurgaon, Delhi NCR",1490,28.37423557,76.95241631,3,3,3,Ready to Move,Resale,,,,,Flat,6241.610738
7500000,"342 Durgapuri Extension Delhi India, Durgapuri Extension, New Delhi - East, Delhi NCR",1250,28.68654251,77.29959869,3,2,2,Ready to Move,Resale,2,Semi-Furnished,1,nearby Kala niketan school,Flat,6000
4500000,"flat no 1203 Paras seasons 168 Noida, Sector 168, Noida, Delhi NCR",1130,28.49629327,77.40851995,3,2,2,Ready to Move,New Property,,,2,Near by The Golden palm sector 168 Noida,Flat,3982.300885
9400000,"15051., Sector 150, Noida, Delhi NCR",1625,28.42491581,77.486721,3,2,3,Ready to Move,New Property,,,,,Individual House,5784.615385
3400000,"Lg3/78., Sector 6 Vaishali, Ghaziabad, Delhi NCR",900,28.6485885,77.3533389,2,2,1,Ready to Move,Resale,,Unfurnished,,,Flat,3777.777778
7000000,"Delhi., Subhash Park-Shahdara, New Delhi - East, Delhi NCR",1008,28.68657303,77.29962921,3,2,1,Ready to Move,Resale,2,Semi-Furnished,1,Nearby Shanti nursing home,Flat,6944.444444
22500000,"Kalkaji, New Delhi - South, Delhi NCR",1900,28.54366493,77.25489807,3,3,2,Ready to Move,Resale,,Unfurnished,,"L Block Gurudwara, NGF Tiny Tot School",Flat,11842.10526
20000000,"D 1001 BPTP Freedom Park Life Sector 57 Gurgaon, Sector 57, Gurgaon, Delhi NCR",2428,28.42343946,77.06910666,3,4,3,Ready to Move,Resale,2,,3,Near By Artemis Hospital,Flat,8237.23229
9700000,"C-177, First Floot, Kendriya Vihar, Sector 56, Gurgaon, Kendriya Vihar, Gurgaon, Delhi NCR",1250,28.42451064,77.10132459,3,2,2,Ready to Move,Resale,2,,0,Nearest metro station is Sector 56 which is less than 1 km away.,Individual House,7760
13500000,"601., Sector 21C, Faridabad, Delhi NCR",2800,28.43034935,77.29561615,4,4,2,Ready to Move,Resale,7,Furnished,1,Near to Asian Hospital and Park Plaza Hotel,Flat,4821.428571
4500000,"Near Andolan Park, Canara Bank, Savitri Nagar Village, New Delhi - South, Delhi NCR",800,28.539814,77.21868134,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,5625
2650000,"Shivani enclave old palam road kakrola dwarka., Kakrola, New Delhi - Dwarka, Delhi NCR",608,28.63474274,77.04910278,2,2,1,Ready to Move,Resale,,Unfurnished,,Near MBD school,Flat,4358.552632
2900000,"Bhopura, Ghaziabad, Delhi NCR",965,28.728555,77.337353,2,2,,Ready to Move,Resale,,,,,Flat,3005.181347
7000000,"Sector 119, Noida, Delhi NCR",1256,28.58986171,77.40343376,2,2,1,Ready to Move,Resale,,,,,Flat,5573.248408
79000000,"Sector 53 Vipul Belmonte  Golf Course Road Gurgaon  Flat no.1402 Tower 2, Sector 53, Gurgaon, Delhi NCR",7200,28.44073838,77.10126474,5,6,4,Ready to Move,Resale,3,,2,Near by IBIS Hospital,Flat,10972.22222
6040000,"Raj Nagar Extension, NH 58, Ghaziabad, Uttar Pradesh, India., Raj Nagar, Ghaziabad, Delhi NCR",1341,28.682107,77.4465784,3,2,,Ready to Move,Resale,,,,"raj nagar extension, NH-58",Flat,4504.101417
22000000,"Sector 27, Greater Noida, Noida, Uttar Pradesh, Sector 27, Greater Noida, Delhi NCR",2835,28.470149,77.535673,4,5,4,,Resale,2,Unfurnished,,"Next to Jaypee Golf Residences, Near YMCA Greens , opp Eldeco",Individual House,7760.141093
3000000,"Laxmi Nagar, New Delhi - East, Delhi NCR",630,28.68641663,77.29958344,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Nearby Nirman Viahr Metro Station,Flat,4761.904762
23500000,"Golf Course Road, Gurgaon, Golf Course Road, Gurgaon, Delhi NCR",2985,28.441368,77.098124,3,3,2,Ready to Move,Resale,,,,,Flat,7872.696817
15000000,"Sector 75, Noida, Sector 75, Noida, Delhi NCR",2550,28.5750243,77.3803,4,4,5,Ready to Move,Resale,2,Semi-Furnished,,Near Sector 50 Metro Station,Flat,5882.352941
11000000,"Sector 70 Gurgaon, Sector 70, Gurgaon, Delhi NCR",1510,28.3930662,77.022442,3,2,4,Ready to Move,Resale,1,,2,"Near Tata Primanti , Sohna Road. 30 Min to Airport, 10 min to NH8",Flat,7284.768212
4500000,"janki puri, Uttam Nagar, New Delhi - West, Delhi NCR",1000,28.6212883,77.05307007,3,2,1,Ready to Move,Resale,,Semi-Furnished,,,Flat,4500
5000000,"sanskriti Vihar GC 16, C-16, Greater Noida, Delhi NCR",1205,28.453581,77.556221,2,2,2,Ready to Move,Resale,,,,,Flat,4149.377593
4000000,"Gaur Green City 2, Avenue 16, Noida Extension Block D, Noida, Delhi NCR",1010,28.619028,77.425972,2,2,3,Ready to Move,Resale,1,,4,Noida Extension,Flat,3960.39604
6200000,"palam Village Delhi, Palam, New Delhi - Dwarka, Delhi NCR",950,28.63475037,77.0491333,3,2,1,Ready to Move,Resale,1,Semi-Furnished,1,Near Ramfal Chowk,Flat,6526.315789
9800000,"Sector 37D, Gurgaon, Delhi NCR",1765,28.4460523,76.9772858,3,3,2,,Resale,1,Unfurnished,,,Flat,5552.407932
6600000,"Sector 76, Noida, Delhi NCR",1455,28.5684777,77.3775,3,3,4,Ready to Move,Resale,1,Semi-Furnished,,Metro Station Sec-78,Flat,4536.082474
5500000,"Sector 15 Dwarka, New Delhi - Dwarka, Delhi NCR",1000,28.615032,77.0290715,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,5500
14000000,"1162., Sector 57, Gurgaon, Delhi NCR",1750,28.4215541,77.0780609,3,4,2,Ready to Move,Resale,10,Semi-Furnished,1,,Flat,8000
15000000,"Sector 56, Gurgaon, Delhi NCR",1900,28.42443657,77.0982132,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,7894.736842
13200000,"Vasundhara sector 5 ghaziabad, Vasundhara, Ghaziabad, Delhi NCR",1935,28.64231873,77.4211731,3,3,2,Ready to Move,Resale,,Furnished,1,Olive county,Flat,6821.705426
2800000,"Shalimar garden Ghaziabad, Shalimar garden, Ghaziabad, Delhi NCR",800,28.63578224,77.43241882,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Mata chowk,Individual House,3500
14000000,"naer bluebells school, Sector 4, Gurgaon, Delhi NCR",1800,28.47489357,77.00980377,3,3,1,Ready to Move,Resale,,Unfurnished,,school. park. temple,Flat,7777.777778
3400000,"Indirapuram, Ghaziabad, Delhi NCR",850,28.6493479,77.3696259,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,4000
11500000,"Sector 68, Gurgaon, Sector 68, Gurgaon, Delhi NCR",1478,28.386791,77.049466,2,2,3,Ready to Move,Resale,,,,,Flat,7780.784844
3300000,"201 Whitney homes sector 121 noida, Sector 121, Noida, Delhi NCR",900,28.60042,77.44546509,2,2,1,Ready to Move,New Property,,Unfurnished,,near parthla Chowk sector 121 noida,Flat,3666.666667
6000000,"Alistonia Estate, Greater Noida, Delhi NCR",1234,28.43831635,77.51483154,2,2,,Ready to Move,Resale,,Furnished,,,Flat,4862.236629
5600000,"Zeta 2, Greater Noida, Delhi NCR",1507,28.517742,77.529334,2,3,,Ready to Move,Resale,,,,,Individual House,3715.992037
5800000,"FirstTower at Gate2T18 Flat Floor-No06-02, Type C, Unit Type 3BHK Servent 3T UT., Sector 137, Noida, Delhi NCR",1365,28.58907509,77.32030487,3,3,2,Ready to Move,Resale,,Unfurnished,,Near by Logix blossom county Noida,Flat,4249.084249
2100000,"Avantika Extension, Ghaziabad, Delhi NCR",615,28.6738471,77.4829531,2,2,1,Ready to Move,Resale,,Unfurnished,,,Flat,3414.634146
5200000,"Antriksh Golf view 1Sector 78Noida, Sector 78, Noida, Delhi NCR",1140,28.5575028,77.38646497,2,2,3,Ready to Move,Resale,1,,3,Near by sector 76 Metro station Noida,Individual House,4561.403509
8000000,"Sector 76, Gurgaon, Sector 76, Gurgaon, Delhi NCR",1325,28.39343,76.99731,2,2,2,Ready to Move,Resale,702,,4,,Individual House,6037.735849
7650000,"Sector 47 Sohna Road, Sector 47, Gurgaon, Delhi NCR",997,28.425657,77.04300339,2,2,2,Ready to Move,Resale,,,,"Near By 300mtr Raheja Mall, ILD Mall and Omaxe Mall",Flat,7673.019057
5500000,"plot number 2261 Adarsh Nagar gurgaon, Adarsh Nagar, Gurgaon, Delhi NCR",1100,28.49742317,77.02734375,3,2,1,Ready to Move,Resale,1,Semi-Furnished,1,near Gurgaon bus stand,Flat,5000
5400000,"Eldeco Golf View Apartments, Sector Omega 1, Greater Noida, Uttar Pradesh, Omega 1, Greater Noida, Delhi NCR",1405,28.4570313,77.514304,3,2,3,Ready to Move,Resale,2,,2,"Close proximity to Metro Station, Knowledge Park and Pari Chowk.",Individual House,3843.41637
8500000,"Sector 119, Noida, Sector 119, Noida, Delhi NCR",1775,28.588371,77.400313,3,3,3,Ready to Move,Resale,2,,2,,Flat,4788.732394
6000000,"A5 Kewal Park Extension Delhi India, Kewal Park, New Delhi - North, Delhi NCR",1000,28.68641853,77.29956055,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,6000
17500000,"c113 3rd floor Shakti nagar extension ashok vihar phase 3 Delhi 110052, Ashok Vihar Phase 3, New Delhi - North, Delhi NCR",1658,28.68220329,77.18806458,3,2,1,Ready to Move,New Property,2,Semi-Furnished,1,State Bank of India Ashok vihar phase 3.,Flat,10554.8854
2450000,"Sadullapur, Near Bloom International School, Greater Noida West, Sadullapur, Greater Noida, Delhi NCR",630,28.591666,77.484749,2,2,1,Ready to Move,Resale,1,,,"near bloom international school , GR Noida west",Flat,3888.888889
7300000,"Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1742,28.641756,77.37885936,3,2,1,Ready to Move,Resale,,,2,DPS School,Flat,4190.585534
14500000,"Dwarka Sector 23, New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",1650,28.56213384,77.05678938,3,2,3,Ready to Move,Resale,,,,near  sector 21 metro,Individual House,8787.878788
4800000,"Sector 46, Noida, Delhi NCR",950,28.55075433,77.36168745,2,2,3,Ready to Move,Resale,,,,,Flat,5052.631579
4200000,"Gyan Khand 1, Ghaziabad, Delhi NCR",800,28.641779,77.3502969,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,5250
12800000,"ireo uptown Sector 66 gurgaon, Sector 66, Gurgaon, Delhi NCR",1472,28.39522652,77.05988662,2,3,3,Ready to Move,New Property,1,,3,"near to metro and near market,near to school",Flat,8695.652174
27500000,"Plot no- 77 Sector 13 Dwarka, Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",2250,28.5994675,77.0349205,4,4,2,Ready to Move,New Property,,,,"Reliance mall ,Raddison hotel,Iskon temple,Vegas mall.",Flat,12222.22222
12000000,"K tower, Sector 45, Noida, Delhi NCR",1850,28.548787,77.346032,3,4,,Ready to Move,Resale,2,,,Close to metro station and opposite to Amity university,Flat,6486.486486
7500000,"Sector 30, Gurgaon, Jal Vayu Vihar, Gurgaon, Delhi NCR",900,28.45847235,77.05255654,2,2,1,Ready to Move,Resale,,,,,Individual House,8333.333333
3500000,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1050,28.63367653,77.43097687,2,2,,Ready to Move,Resale,2,Furnished,,Shiv chowk,Flat,3333.333333
3850000,"D Block Jawahar Park KhanpurNew Delhi, Jawahar Park, New Delhi - South, Delhi NCR",720,28.52319527,77.21430969,2,2,1,Ready to Move,Resale,,Unfurnished,,Opposite Ram Mandir,Individual House,5347.222222
8000000,"Kaushambi, Ghaziabad, Kaushambi, Ghaziabad, Delhi NCR",1550,28.63544909,77.32381434,3,2,2,Ready to Move,Resale,1,,3,Kaushambi Metro station,Flat,5161.290323
4350000,"Omicron 1, Greater Noida, Delhi NCR",1300,28.46267033,77.55830252,3,3,,Ready to Move,Resale,,,,,Flat,3346.153846
9000000,"Sector 107, Gurgaon, Delhi NCR",1536,28.514908,76.974388,2,2,4,Ready to Move,Resale,1,,,,Individual House,5859.375
5000000,"Tech Zone IV Gautam Budh NagarGreater Noida (West), Greater Noida West, Greater Noida, Delhi NCR",1285,28.605958,77.444512,2,2,4,Ready to Move,Resale,,Unfurnished,,"Near Pacific World School, Lotus Valley International School, IBM, J M International School",Flat,3891.050584
5800000,"House No 47 Block E  Floor 1 Sec 11 Faridabad, Sector 11, Faridabad, Delhi NCR",1350,28.34699821,77.32400513,3,2,2,Ready to Move,Resale,2,Semi-Furnished,,Near By YMCA Metro Station,Individual House,4296.296296
4200000,"Sector 1, Greater Noida, Delhi NCR",1335,28.5661101,77.4406099,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,3146.067416
8900000,"2931., Sushant Lok 1 Block C, Gurgaon, Delhi NCR",1000,28.454517,77.081868,2,2,2,Ready to Move,Resale,2,Semi-Furnished,0,"Very well located and has all amenities nearby, including hospital.",Flat,8900
9500000,"T1 - 401., Sector 37D, Gurgaon, Delhi NCR",1811,28.45251307,76.97627035,3,3,4,Ready to Move,New Property,,,,"Close to populated areas, schools, shops, hospitals and malls.",Individual House,5245.720596
4600000,"Noida Extension, Greater Noida, Noida Extension, Greater Noida, Delhi NCR",1175,28.617567,77.426765,3,2,3,Ready to Move,Resale,,,3,Near by Gaur Atulyam Noida extension Greater Noida,Flat,3914.893617
20000000,"Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",1700,28.5962,77.067013,3,3,,Ready to Move,Resale,,,,,Flat,11764.70588
2900000,"Sector 107, Gurgaon, Dwarka-Manesar Expressway, Gurgaon, Delhi NCR",554,28.51348116,76.971479,2,2,,Ready to Move,Resale,1,,,,Flat,5234.65704
13500000,"C4A/9A Janak Puri New Delhi 110058, Janakpuri, New Delhi - West, Delhi NCR",1500,28.621054,77.0905294,4,3,,Ready to Move,Resale,,,,cghs dispensary jankpuri.,Flat,9000
4000000,"Sector 88, Faridabad, Delhi NCR",1250,28.41891989,77.35557595,2,2,,,Resale,,Unfurnished,,,Flat,3200
28000000,"c-1/41 a, Budh Vihar Phase 1, New Delhi - Rohini, Delhi NCR",2200,28.63664055,77.12469482,6,5,2,Ready to Move,Resale,1,Semi-Furnished,,Near 5 no. transforma,Flat,12727.27273
4000000,"Indirapuram, Ghaziabad, Uttar Pradesh, Gyan Khand 3, Ghaziabad, Delhi NCR",850,28.645341,77.35492932,2,2,1,Ready to Move,Resale,1,,0,near,Flat,4705.882353
8000000,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1000,28.60052361,77.31160783,2,2,,Ready to Move,Resale,,,,,Flat,8000
12900000,"Pocket 4 Akash Ganga Appartment  Sector 24, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1400,28.72650572,77.08336654,3,2,2,Ready to Move,Resale,,,,Near delhi public school,Flat,9214.285714
